Date,3_Future,3_PX_LAST,3_DAILY_RETURN,3_PX_VOLUME,3_DAYS_UNTIL_EXP,,
12/29/17,H18,13.225,0.011472275,18426,82,,
12/28/17,H18,13.075,0,12385,83,,
12/27/17,H18,13.075,-0.001908397,14499,84,,1/17/18
12/26/17,H18,13.1,-0.0056926,12934,85,,2/14/18
12/22/17,H18,13.175,0.003809524,14197,89,,3/21/18
12/21/17,H18,13.125,-0.011299435,20078,90,,
12/20/17,G18,12.325,0.008179959,48999,56,,
12/19/17,G18,12.225,-0.002040816,37486,57,,
12/18/17,G18,12.25,-0.018036072,53028,58,,
12/15/17,G18,12.475,-0.031067961,39119,61,,
12/14/17,G18,12.875,-0.003868472,36417,62,,
12/13/17,G18,12.925,-0.007677543,48430,63,,
12/12/17,G18,13.025,0,37127,64,,
12/11/17,G18,13.025,-0.022514071,22404,65,,
12/8/17,G18,13.325,-0.018416206,26044,68,,
12/7/17,G18,13.575,-0.02513465,21229,69,,
12/6/17,G18,13.925,-0.003577818,20232,70,,
12/5/17,G18,13.975,-0.007104796,33829,71,,
12/4/17,G18,14.075,-0.003539823,36998,72,,
12/1/17,G18,14.125,0.014362657,72248,75,,
11/30/17,G18,13.925,0,33405,76,,
11/29/17,G18,13.925,0.018281536,26853,77,,
11/28/17,G18,13.675,-0.007259528,26225,78,,
11/27/17,G18,13.775,0.001818182,17035,79,,
11/24/17,G18,13.75,-0.005424955,13335,82,,
11/22/17,G18,13.825,-0.003603604,25619,84,,
11/21/17,G18,13.875,-0.024604569,20937,85,,
11/20/17,G18,14.225,-0.032312925,20729,86,,
11/17/17,G18,14.7,-0.005076142,22453,89,,
11/16/17,G18,14.775,-0.019900498,21718,90,,
11/15/17,F18,14.325,0.023214286,84794,63,,
11/14/17,F18,14,0.005385996,58760,64,,
11/13/17,F18,13.925,0.007233273,34487,65,,
11/10/17,F18,13.825,0.022181146,42113,68,,
11/9/17,F18,13.525,0.003710575,81882,69,,
11/8/17,F18,13.475,0,36590,70,,
11/7/17,F18,13.475,0.007476636,47949,71,,
11/6/17,F18,13.375,-0.00742115,26414,72,,
11/3/17,F18,13.475,0.003724395,22313,75,,
11/2/17,F18,13.425,0.00750469,25953,76,,
11/1/17,F18,13.325,0.007561437,26366,77,,
10/31/17,F18,13.225,-0.011214953,21207,78,,
10/30/17,F18,13.375,0.003752345,25942,79,,
10/27/17,F18,13.325,-0.029143898,27025,82,,
10/26/17,F18,13.725,0.003656307,24482,83,,
10/25/17,F18,13.675,0.007366483,46764,84,,
10/24/17,F18,13.575,-0.003669725,25624,85,,
10/23/17,F18,13.625,0.026365348,19459,86,,
10/20/17,F18,13.275,-0.007476636,13282,89,,
10/19/17,F18,13.375,-0.011090573,23665,90,,
10/18/17,Z17,12.325,-0.004040404,33933,63,,
10/17/17,Z17,12.375,0,37800,64,,
10/16/17,Z17,12.375,-0.015904573,40226,65,,
10/13/17,Z17,12.575,-0.015655577,35438,68,,
10/12/17,Z17,12.775,-0.00776699,31914,69,,
10/11/17,Z17,12.875,-0.011516315,30882,70,,
10/10/17,Z17,13.025,-0.015122873,26369,71,,
10/9/17,Z17,13.225,0.007619048,15854,72,,
10/6/17,Z17,13.125,0.007677543,21831,75,,
10/5/17,Z17,13.025,-0.018832392,20259,76,,
10/4/17,Z17,13.275,0,22748,77,,
10/3/17,Z17,13.275,0,25270,78,,
10/2/17,Z17,13.275,-0.022099448,16370,79,,
9/29/17,Z17,13.575,-0.007312614,18476,82,,
9/28/17,Z17,13.675,-0.007259528,11497,83,,
9/27/17,Z17,13.775,0,16718,84,,
9/26/17,Z17,13.775,-0.010771993,19743,85,,
9/25/17,Z17,13.925,-0.003577818,28384,86,,
9/22/17,Z17,13.975,0.01084991,20615,89,,
9/21/17,Z17,13.825,0.003629764,19782,90,,
9/20/17,X17,13.175,-0.007532957,62954,56,,
9/19/17,X17,13.275,0.003780718,63039,57,,
9/18/17,X17,13.225,-0.031135531,46467,58,,
9/15/17,X17,13.65,-0.00907441,21814,61,,
9/14/17,X17,13.775,0.003642987,34172,62,,
9/13/17,X17,13.725,-0.028318584,32615,63,,
9/12/17,X17,14.125,-0.017391304,23593,64,,
9/11/17,X17,14.375,-0.033613445,19537,65,,
9/8/17,X17,14.875,0.01362862,19641,68,,
9/7/17,X17,14.675,-0.003395586,20101,69,,
9/6/17,X17,14.725,0.017271157,34021,70,,
9/5/17,X17,14.475,0.015789474,34691,71,,
9/1/17,X17,14.25,0.005291005,21112,75,,
8/31/17,X17,14.175,-0.020725389,18233,76,,
8/30/17,X17,14.475,0.003466205,11977,77,,
8/29/17,X17,14.425,0.006980803,33478,78,,
8/28/17,X17,14.325,-0.006932409,19270,79,,
8/25/17,X17,14.425,-0.006884682,20814,82,,
8/24/17,X17,14.525,-0.006837607,31718,83,,
8/23/17,X17,14.625,0.028119508,26906,84,,
8/22/17,X17,14.225,-0.050083472,25295,85,,
8/21/17,X17,14.975,-0.02601626,19436,86,,
8/18/17,X17,15.375,0.009852217,39340,89,,
8/17/17,X17,15.225,0.07029877,51148,90,,
8/16/17,V17,13.775,-0.01431127,74690,63,,
8/15/17,V17,13.975,0.01084991,46618,64,,
8/14/17,V17,13.825,-0.109500805,52496,65,,
8/11/17,V17,15.525,0.019704433,72628,68,,
8/10/17,V17,15.225,0.105263158,74078,69,,
8/9/17,V17,13.775,0.007312614,64711,70,,
8/8/17,V17,13.675,0.022429907,55940,71,,
8/7/17,V17,13.375,-0.011090573,12638,72,,
8/4/17,V17,13.525,0.003710575,18229,75,,
8/3/17,V17,13.475,0.015065913,18685,76,,
8/2/17,V17,13.275,0.015296367,21624,77,,
8/1/17,V17,13.075,-0.007590133,20151,78,,
7/31/17,V17,13.175,-0.014953271,17253,79,,
7/28/17,V17,13.375,0.003752345,25129,82,,
7/27/17,V17,13.325,-0.00744879,31060,83,,
7/26/17,V17,13.425,0.003738318,22475,84,,
7/25/17,V17,13.375,0.005639098,21618,85,,
7/24/17,V17,13.3,-0.012987013,14908,86,,
7/21/17,V17,13.475,0,24537,89,,
7/20/17,V17,13.475,-0.003696858,19082,90,,
7/19/17,U17,12.725,-0.015473888,58002,63,,
7/18/17,U17,12.925,0,53751,64,,
7/17/17,U17,12.925,-0.003853565,27371,65,,
7/14/17,U17,12.975,-0.026266417,35695,68,,
7/13/17,U17,13.325,-0.005597015,41211,69,,
7/12/17,U17,13.4,-0.012891344,26450,70,,
7/11/17,U17,13.575,-0.014519056,42535,71,,
7/10/17,U17,13.775,-0.021314387,26540,72,,
7/7/17,U17,14.075,-0.014010508,26579,75,,
7/6/17,U17,14.275,0.028828829,41561,76,,
7/5/17,U17,13.875,-0.003590664,32806,77,,
7/3/17,U17,13.925,0.018281536,17797,79,,
6/30/17,U17,13.675,0.003669725,34528,82,,
6/29/17,U17,13.625,0.007393715,51427,83,,
6/28/17,U17,13.525,-0.009157509,18653,84,,
6/27/17,U17,13.65,0.016759777,27431,85,,
6/26/17,U17,13.425,-0.018281536,23681,86,,
6/23/17,U17,13.675,-0.007259528,18650,89,,
6/22/17,U17,13.775,-0.003616637,18660,90,,
6/21/17,Q17,12.825,0.007858546,78208,56,,
6/20/17,Q17,12.725,0,50523,57,,
6/19/17,Q17,12.725,-0.019267823,36038,58,,
6/16/17,Q17,12.975,-0.011428571,42494,61,,
6/15/17,Q17,13.125,0.007677543,39512,62,,
6/14/17,Q17,13.025,-0.007619048,33884,63,,
6/13/17,Q17,13.125,-0.022346369,38013,64,,
6/12/17,Q17,13.425,0.00750469,36678,65,,
6/9/17,Q17,13.325,0,31613,68,,
6/8/17,Q17,13.325,-0.014787431,19969,69,,
6/7/17,Q17,13.525,-0.00733945,18613,70,,
6/6/17,Q17,13.625,0.014897579,20603,71,,
6/5/17,Q17,13.425,0,16875,72,,
6/2/17,Q17,13.425,0.00750469,17523,75,,
6/1/17,Q17,13.325,-0.014787431,16195,76,,
5/31/17,Q17,13.525,-0.003683241,23728,77,,
5/30/17,Q17,13.575,-0.014519056,19847,78,,
5/26/17,Q17,13.775,-0.010771993,17270,82,,
5/25/17,Q17,13.925,0,22893,83,,
5/24/17,Q17,13.925,-0.014159292,19905,84,,
5/23/17,Q17,14.125,0.014362657,18075,85,,
5/22/17,Q17,13.925,-0.017636684,21297,86,,
5/19/17,Q17,14.175,-0.056572379,42654,89,,
5/18/17,Q17,15.025,0.003338898,33358,90,,
5/17/17,N17,14.625,0.105860113,139457,63,,
5/16/17,N17,13.225,-0.00750469,49139,64,,
5/15/17,N17,13.325,-0.022018349,25330,65,,
5/12/17,N17,13.625,-0.003656307,22311,68,,
5/11/17,N17,13.675,0,32254,69,,
5/10/17,N17,13.675,0,21513,70,,
5/9/17,N17,13.675,0,26693,71,,
5/8/17,N17,13.675,0,20973,72,,
5/5/17,N17,13.675,0.007366483,15599,75,,
5/4/17,N17,13.575,-0.021621622,14840,76,,
5/3/17,N17,13.875,0.010928962,18341,77,,
5/2/17,N17,13.725,0.011049724,18329,78,,
5/1/17,N17,13.575,-0.030357143,22719,79,,
4/28/17,N17,14,-0.005328597,14466,82,,
4/27/17,N17,14.075,0,14344,83,,
4/26/17,N17,14.075,0.007155635,14478,84,,
4/25/17,N17,13.975,-0.014109347,15436,85,,
4/24/17,N17,14.175,-0.043844857,29660,86,,
4/21/17,N17,14.825,-0.010016694,18160,89,,
4/20/17,N17,14.975,-0.009917355,20817,90,,
4/19/17,M17,14.525,0,87501,63,,
4/18/17,M17,14.525,-0.003430532,39161,64,,
4/17/17,M17,14.575,-0.045826514,24090,65,,
4/13/17,M17,15.275,0.016638935,38459,69,,
4/12/17,M17,15.025,0.010084034,35516,70,,
4/11/17,M17,14.875,0.00676819,41399,71,,
4/10/17,M17,14.775,0.017211704,27818,72,,
4/7/17,M17,14.525,0.024691358,29035,75,,
4/6/17,M17,14.175,-0.024096386,19651,76,,
4/5/17,M17,14.525,0.028318584,26682,77,,
4/4/17,M17,14.125,-0.010507881,18320,78,,
4/3/17,M17,14.275,0.001754386,22133,79,,
3/31/17,M17,14.25,0.005291005,15802,82,,
3/30/17,M17,14.175,-0.003514938,16937,83,,
3/29/17,M17,14.225,-0.010434783,15848,84,,
3/28/17,M17,14.375,-0.0237691,23124,85,,
3/27/17,M17,14.725,-0.026446281,25355,86,,
3/24/17,M17,15.125,-0.022617124,25843,89,,
3/23/17,M17,15.475,0.01309329,22885,90,,
3/22/17,K17,14.575,0,85527,56,,
3/21/17,K17,14.575,0.031858407,68744,57,,
3/20/17,K17,14.125,-0.007029877,33184,58,,
3/17/17,K17,14.225,-0.006980803,36797,61,,
3/16/17,K17,14.325,-0.027164686,25742,62,,
3/15/17,K17,14.725,-0.019966722,28484,63,,
3/14/17,K17,15.025,0.010084034,43027,64,,
3/13/17,K17,14.875,-0.016528926,25694,65,,
3/10/17,K17,15.125,-0.009819967,17032,68,,
3/9/17,K17,15.275,-0.003262643,24538,69,,
3/8/17,K17,15.325,-0.003252033,19944,70,,
3/7/17,K17,15.375,0.003262643,23942,71,,
3/6/17,K17,15.325,-0.006482982,17755,72,,
3/3/17,K17,15.425,-0.028346457,25992,75,,
3/2/17,K17,15.875,0.006339144,23013,76,,
3/1/17,K17,15.775,-0.009419152,24228,77,,
2/28/17,K17,15.925,0.006319115,22554,78,,
2/27/17,K17,15.825,-0.0155521,18152,79,,
2/24/17,K17,16.075,0.009419152,34368,82,,
2/23/17,K17,15.925,0.032414911,29297,83,,
2/22/17,K17,15.425,0.009819967,23414,84,,
2/21/17,K17,15.275,0.008250825,18455,85,,
2/17/17,K17,15.15,0.015075377,16572,89,,
2/16/17,K17,14.925,0.010152284,35427,90,,
2/15/17,J17,14.025,0,96636,63,,
2/14/17,J17,14.025,-0.052364865,51318,64,,
2/13/17,J17,14.8,-0.021487603,33671,65,,
2/10/17,J17,15.125,-0.009819967,23992,68,,
2/9/17,J17,15.275,-0.009724473,37806,69,,
2/8/17,J17,15.425,0.006525285,38588,70,,
2/7/17,J17,15.325,0.003273322,21480,71,,
2/6/17,J17,15.275,0.003284072,17169,72,,
2/3/17,J17,15.225,-0.012965964,21230,75,,
2/2/17,J17,15.425,0.013136289,23170,76,,
2/1/17,J17,15.225,-0.019323671,30459,77,,
1/31/17,J17,15.525,-0.003210273,21285,78,,
1/30/17,J17,15.575,0.009724473,24761,79,,
1/27/17,J17,15.425,0,18658,82,,
1/26/17,J17,15.425,0.006525285,19087,83,,
1/25/17,J17,15.325,-0.012882448,16011,84,,
1/24/17,J17,15.525,-0.037209302,29619,85,,
1/23/17,J17,16.125,-0.015267176,19617,86,,
1/20/17,J17,16.375,-0.020926756,28422,89,,
1/19/17,J17,16.725,-0.005943536,14786,90,,
1/18/17,H17,15.625,-0.0063593,60340,63,,
1/17/17,H17,15.725,0,43199,64,,
1/13/17,H17,15.725,0,33892,68,,
1/12/17,H17,15.725,0.0064,35662,69,,
1/11/17,H17,15.625,-0.009508716,27352,70,,
1/10/17,H17,15.775,-0.006299213,27580,71,,
1/9/17,H17,15.875,-0.009360374,21740,72,,
1/6/17,H17,16.025,-0.00927357,23201,75,,
1/5/17,H17,16.175,-0.006144393,15515,76,,
1/4/17,H17,16.275,-0.03268945,25599,77,,
1/3/17,H17,16.825,-0.044034091,15959,78,,
12/30/16,H17,17.6,0.010043042,13004,82,,
12/29/16,H17,17.425,0.005772006,12122,83,,
12/28/16,H17,17.325,0.014641288,16361,84,,
12/27/16,H17,17.075,-0.011577424,7544,85,,
12/23/16,H17,17.275,0.002902758,8381,89,,
12/22/16,H17,17.225,0.017725258,11729,90,,
12/21/16,G17,15.675,-0.006339144,35387,56,,
12/20/16,G17,15.775,-0.012519562,26491,57,,
12/19/16,G17,15.975,-0.024427481,26470,58,,
12/16/16,G17,16.375,-0.00304414,44719,61,,
12/15/16,G17,16.425,-0.006051437,30927,62,,
12/14/16,G17,16.525,-0.011958146,29525,63,,
12/13/16,G17,16.725,0,28396,64,,
12/12/16,G17,16.725,0.01826484,18551,65,,
12/9/16,G17,16.425,-0.01793722,20564,68,,
12/8/16,G17,16.725,0.006015038,22516,69,,
12/7/16,G17,16.625,0,21282,70,,
12/6/16,G17,16.625,-0.014814815,19078,71,,
12/5/16,G17,16.875,-0.045261669,19627,72,,
12/2/16,G17,17.675,0.0056899,17837,75,,
12/1/16,G17,17.575,0.017366136,16543,76,,
11/30/16,G17,17.275,0.002902758,17573,77,,
11/29/16,G17,17.225,-0.002894356,10002,78,,
11/28/16,G17,17.275,0.005822416,13780,79,,
11/25/16,G17,17.175,-0.008658009,7470,82,,
11/23/16,G17,17.325,0.008733624,10594,84,,
11/22/16,G17,17.175,0,13784,85,,
11/21/16,G17,17.175,-0.018571429,13166,86,,
11/18/16,G17,17.5,0.001430615,18018,89,,
11/17/16,G17,17.475,-0.019635344,14449,90,,
11/16/16,F17,17.075,0.008862629,45735,63,,
11/15/16,F17,16.925,-0.020260492,37447,64,,
11/14/16,F17,17.275,-0.002886003,30515,65,,
11/11/16,F17,17.325,-0.002877698,32030,68,,
11/10/16,F17,17.375,0.020558003,60255,69,,
11/9/16,F17,17.025,-0.039492243,60197,70,,
11/8/16,F17,17.725,0.002828854,31337,71,,
11/7/16,F17,17.675,-0.103929024,31418,72,,
11/4/16,F17,19.725,-0.002528445,30773,75,,
11/3/16,F17,19.775,0.033986928,30202,76,,
11/2/16,F17,19.125,0.013245033,21376,77,,
11/1/16,F17,18.875,0.02165088,26264,78,,
10/31/16,F17,18.475,0.008185539,16609,79,,
10/28/16,F17,18.325,0.008253095,30116,82,,
10/27/16,F17,18.175,0.019635344,15628,83,,
10/26/16,F17,17.825,0.014224751,13878,84,,
10/25/16,F17,17.575,0.005722461,15042,85,,
10/24/16,F17,17.475,-0.022377622,11398,86,,
10/21/16,F17,17.875,-0.008321775,16343,89,,
10/20/16,F17,18.025,-0.005517241,14167,90,,
10/19/16,Z16,16.825,-0.017518248,41270,63,,
10/18/16,Z16,17.125,-0.017216643,25928,64,,
10/17/16,Z16,17.425,-0.011347518,31935,65,,
10/14/16,Z16,17.625,-0.011220196,38097,68,,
10/13/16,Z16,17.825,0.011347518,49143,69,,
10/12/16,Z16,17.625,0.011477762,26799,70,,
10/11/16,Z16,17.425,0.029542097,34391,71,,
10/10/16,Z16,16.925,-0.020260492,12913,72,,
10/7/16,Z16,17.275,0.011713031,20947,75,,
10/6/16,Z16,17.075,-0.005822416,15159,76,,
10/5/16,Z16,17.175,0.008810573,14010,77,,
10/4/16,Z16,17.025,-0.01161103,25177,78,,
10/3/16,Z16,17.225,-0.012893983,17791,79,,
9/30/16,Z16,17.45,-0.001430615,21584,82,,
9/29/16,Z16,17.475,0.010115607,33783,83,,
9/28/16,Z16,17.3,-0.010014306,23725,84,,
9/27/16,Z16,17.475,-0.025104603,23055,85,,
9/26/16,Z16,17.925,0.011283498,18439,86,,
9/23/16,Z16,17.725,0.005673759,22984,89,,
9/22/16,Z16,17.625,-0.027586207,19244,90,,
9/21/16,X16,17.475,-0.041152263,80924,56,,
9/20/16,X16,18.225,0.0110957,34605,57,,
9/19/16,X16,18.025,-0.013679891,40181,58,,
9/16/16,X16,18.275,-0.029216467,36607,61,,
9/15/16,X16,18.825,-0.023346304,41772,62,,
9/14/16,X16,19.275,0.023904382,36698,63,,
9/13/16,X16,18.825,0.0472879,61167,64,,
9/12/16,X16,17.975,-0.043882979,48738,65,,
9/9/16,X16,18.8,0.088277858,44744,68,,
9/8/16,X16,17.275,0.008759124,13251,69,,
9/7/16,X16,17.125,-0.002911208,17037,70,,
9/6/16,X16,17.175,-0.022759602,16068,71,,
9/2/16,X16,17.575,-0.008462623,17591,75,,
9/1/16,X16,17.725,-0.00281294,15331,76,,
8/31/16,X16,17.775,-0.002805049,17673,77,,
8/30/16,X16,17.825,-0.002797203,12676,78,,
8/29/16,X16,17.875,-0.008321775,11204,79,,
8/26/16,X16,18.025,0.008391608,18474,82,,
8/25/16,X16,17.875,-0.011065007,12823,83,,
8/24/16,X16,18.075,0.008368201,17327,84,,
8/23/16,X16,17.925,0.007022472,11739,85,,
8/22/16,X16,17.8,0.004231312,13473,86,,
8/19/16,X16,17.725,0.005673759,10252,89,,
8/18/16,X16,17.625,-0.002828854,14337,90,,
8/17/16,V16,16.675,-0.017673049,52658,63,,
8/16/16,V16,16.975,0.027231467,27029,64,,
8/15/16,V16,16.525,-0.011958146,27516,65,,
8/12/16,V16,16.725,-0.002980626,31126,68,,
8/11/16,V16,16.775,-0.002971768,23140,69,,
8/10/16,V16,16.825,0.008995502,26273,70,,
8/9/16,V16,16.675,-0.019117647,30437,71,,
8/8/16,V16,17,-0.015918958,16322,72,,
8/5/16,V16,17.275,-0.02538787,18371,75,,
8/4/16,V16,17.725,-0.015277778,19094,76,,
8/3/16,V16,18,-0.01504788,20727,77,,
8/2/16,V16,18.275,0.022377622,23597,78,,
8/1/16,V16,17.875,-0.008321775,25570,79,,
7/29/16,V16,18.025,-0.019047619,18460,82,,
7/28/16,V16,18.375,-0.016064257,15388,83,,
7/27/16,V16,18.675,-0.005326232,15785,84,,
7/26/16,V16,18.775,-0.002656042,16046,85,,
7/25/16,V16,18.825,0.002663116,15886,86,,
7/22/16,V16,18.775,-0.011842105,17203,89,,
7/21/16,V16,19,0.028416779,19430,90,,
7/20/16,U16,17.225,-0.007204611,45761,63,,
7/19/16,U16,17.35,0.004341534,32889,64,,
7/18/16,U16,17.275,-0.028129395,24667,65,,
7/15/16,U16,17.775,0.011379801,25600,68,,
7/14/16,U16,17.575,-0.005657709,24046,69,,
7/13/16,U16,17.675,-0.005625879,21256,70,,
7/12/16,U16,17.775,-0.022008253,21427,71,,
7/11/16,U16,18.175,-0.005471956,16129,72,,
7/8/16,U16,18.275,-0.034346103,21331,75,,
7/7/16,U16,18.925,-0.005256242,16516,76,,
7/6/16,U16,19.025,-0.018064516,20184,77,,
7/5/16,U16,19.375,0.002587322,21588,78,,
7/1/16,U16,19.325,0.003896104,23371,82,,
6/30/16,U16,19.25,-0.006451613,24467,83,,
6/29/16,U16,19.375,-0.033665835,21831,84,,
6/28/16,U16,20.05,-0.126361656,27849,85,,
6/27/16,U16,22.95,0.04199773,40714,86,,
6/24/16,U16,22.025,0.195386703,48105,89,,
6/23/16,U16,18.425,-0.079900125,23682,90,,
6/22/16,U16,20.025,0.005018821,22755,91,,
6/21/16,U16,19.925,0,17162,92,,
6/20/16,U16,19.925,-0.047789725,21380,93,,
6/17/16,U16,20.925,0.00239521,14461,96,,
6/16/16,U16,20.875,-0.014167651,31295,97,,
6/15/16,Q16,20.725,-0.010739857,77957,63,,
6/14/16,Q16,20.95,-0.012956419,66227,64,,
6/13/16,Q16,21.225,0.098318241,71024,65,,
6/10/16,Q16,19.325,0.048846676,35349,68,,
6/9/16,Q16,18.425,0.016551724,24251,69,,
6/8/16,Q16,18.125,0.002766252,21795,70,,
6/7/16,Q16,18.075,0.005563282,17774,71,,
6/6/16,Q16,17.975,-0.005532503,18218,72,,
6/3/16,Q16,18.075,0,16348,75,,
6/2/16,Q16,18.075,-0.010943912,12365,76,,
6/1/16,Q16,18.275,0,12676,77,,
5/31/16,Q16,18.275,-0.005442177,19602,78,,
5/27/16,Q16,18.375,-0.008097166,14809,82,,
5/26/16,Q16,18.525,-0.008032129,10409,83,,
5/25/16,Q16,18.675,-0.007968127,17939,84,,
5/24/16,Q16,18.825,-0.039540816,19758,85,,
5/23/16,Q16,19.6,0.001277139,17840,86,,
5/20/16,Q16,19.575,-0.01261034,17367,89,,
5/19/16,Q16,19.825,-0.002515723,19999,90,,
5/18/16,N16,19.425,0.005174644,65936,63,,
5/17/16,N16,19.325,0.037583893,42476,64,,
5/16/16,N16,18.625,-0.031209363,34754,65,,
5/13/16,N16,19.225,0.023968043,27543,68,,
5/12/16,N16,18.775,-0.020860495,26261,69,,
5/11/16,N16,19.175,0.037889039,19449,70,,
5/10/16,N16,18.475,-0.04150454,23274,71,,
5/9/16,N16,19.275,-0.010269576,21780,72,,
5/6/16,N16,19.475,-0.025031289,19420,75,,
5/5/16,N16,19.975,0,14873,76,,
5/4/16,N16,19.975,0.007566204,15743,77,,
5/3/16,N16,19.825,0.033898305,17779,78,,
5/2/16,N16,19.175,-0.03034134,15805,79,,
4/29/16,N16,19.775,0.020645161,27191,82,,
4/28/16,N16,19.375,0.040268456,13904,83,,
4/27/16,N16,18.625,-0.018445323,12572,84,,
4/26/16,N16,18.975,-0.007843137,10200,85,,
4/25/16,N16,19.125,0.007905138,13959,86,,
4/22/16,N16,18.975,-0.019379845,12995,89,,
4/21/16,N16,19.35,0.030625832,19138,90,,
4/20/16,M16,17.925,0.014144272,38176,56,,
4/19/16,M16,17.675,0.008559201,35137,57,,
4/18/16,M16,17.525,-0.051420839,47380,58,,
4/15/16,M16,18.475,-0.002699055,31188,61,,
4/14/16,M16,18.525,-0.005369128,19996,62,,
4/13/16,M16,18.625,-0.031209363,23572,63,,
4/12/16,M16,19.225,-0.027812895,26072,64,,
4/11/16,M16,19.775,0.023285899,16924,65,,
4/8/16,M16,19.325,-0.012771392,20378,68,,
4/7/16,M16,19.575,0.068212824,23001,69,,
4/6/16,M16,18.325,-0.041830065,21147,70,,
4/5/16,M16,19.125,0.037991859,21974,71,,
4/4/16,M16,18.425,0.022191401,15077,72,,
4/1/16,M16,18.025,-0.021709634,17476,75,,
3/31/16,M16,18.425,0.002721088,14472,76,,
3/30/16,M16,18.375,-0.018691589,19047,77,,
3/29/16,M16,18.725,-0.043422733,14734,78,,
3/28/16,M16,19.575,-0.01261034,8813,79,,
3/24/16,M16,19.825,-0.002515723,12187,83,,
3/23/16,M16,19.875,0.036505867,10152,84,,
3/22/16,M16,19.175,0,11513,85,,
3/21/16,M16,19.175,-0.020434227,8378,86,,
3/18/16,M16,19.575,0.002560819,10084,89,,
3/17/16,M16,19.525,-0.015132409,14508,90,,
3/16/16,K16,19.175,-0.03034134,45229,63,,
3/15/16,K16,19.775,0.016709512,23051,64,,
3/14/16,K16,19.45,-0.015189873,15823,65,,
3/11/16,K16,19.75,-0.033047736,21618,68,,
3/10/16,K16,20.425,-0.008495146,23683,69,,
3/9/16,K16,20.6,-0.020214031,14137,70,,
3/8/16,K16,21.025,0.034440344,15792,71,,
3/7/16,K16,20.325,-0.009744214,10289,72,,
3/4/16,K16,20.525,0.02241594,13522,75,,
3/3/16,K16,20.075,-0.031363088,13400,76,,
3/2/16,K16,20.725,-0.004801921,13508,77,,
3/1/16,K16,20.825,-0.069273743,14252,78,,
2/29/16,K16,22.375,0.013590034,11456,79,,
2/26/16,K16,22.075,0.014942529,13265,82,,
2/25/16,K16,21.75,-0.024663677,11759,83,,
2/24/16,K16,22.3,-0.015452539,15900,84,,
2/23/16,K16,22.65,0.034246575,13688,85,,
2/22/16,K16,21.9,-0.040525739,11342,86,,
2/19/16,K16,22.825,-0.01722282,12210,89,,
2/18/16,K16,23.225,0.006500542,16033,90,,
2/17/16,J16,23.075,-0.033507853,42003,63,,
2/16/16,J16,23.875,-0.039235412,29367,64,,
2/12/16,J16,24.85,-0.014866204,25606,68,,
2/11/16,J16,25.225,0.046680498,39039,69,,
2/10/16,J16,24.1,0.007314525,20647,70,,
2/9/16,J16,23.925,0.017003188,23524,71,,
2/8/16,J16,23.525,0.030668127,20511,72,,
2/5/16,J16,22.825,0.020111732,24081,75,,
2/4/16,J16,22.375,0.013590034,16269,76,,
2/3/16,J16,22.075,-0.006749156,19680,77,,
2/2/16,J16,22.225,0.047114252,14435,78,,
2/1/16,J16,21.225,-0.00817757,13995,79,,
1/29/16,J16,21.4,-0.041433371,13926,82,,
1/28/16,J16,22.325,-0.015435502,11320,83,,
1/27/16,J16,22.675,0.024858757,14418,84,,
1/26/16,J16,22.125,-0.033842795,16328,85,,
1/25/16,J16,22.9,0.037372593,13953,86,,
1/22/16,J16,22.075,-0.067581837,18949,89,,
1/21/16,J16,23.675,0.004241782,20774,90,,
1/20/16,H16,23.925,0.022435897,62861,56,,
1/19/16,H16,23.4,-0.010570825,46405,57,,
1/15/16,H16,23.65,0.081142857,51211,61,,
1/14/16,H16,21.875,-0.028856826,30594,62,,
1/13/16,H16,22.525,0.08423586,29178,63,,
1/12/16,H16,20.775,-0.037079954,26270,64,,
1/11/16,H16,21.575,-0.031425365,36914,65,,
1/8/16,H16,22.275,0.051948052,25433,68,,
1/7/16,H16,21.175,0.076238882,35156,69,,
1/6/16,H16,19.675,0.023407022,21532,70,,
1/5/16,H16,19.225,-0.015364917,18407,71,,
1/4/16,H16,19.525,0.026281209,21404,72,,
12/31/15,H16,19.025,0.005284016,7572,76,,
12/30/15,H16,18.925,0.032742156,6221,77,,
12/29/15,H16,18.325,-0.01345895,7273,78,,
12/28/15,H16,18.575,-0.02621232,7249,79,,
12/24/15,H16,19.075,0.010596026,2816,83,,
12/23/15,H16,18.875,0.002656042,8158,84,,
12/22/15,H16,18.825,-0.035851472,11212,85,,
12/21/15,H16,19.525,-0.051032807,8478,86,,
12/18/15,H16,20.575,0.043092522,12614,89,,
12/17/15,H16,19.725,0.042272127,14314,90,,
12/16/15,G16,18.675,-0.031128405,39613,63,,
12/15/15,G16,19.275,-0.057457213,20394,64,,
12/14/15,G16,20.45,-0.052143685,37806,65,,
12/11/15,G16,21.575,0.107830552,38945,68,,
12/10/15,G16,19.475,0.010376135,17055,69,,
12/9/15,G16,19.275,0.026631158,20332,70,,
12/8/15,G16,18.775,0.035862069,17626,71,,
12/7/15,G16,18.125,0.00554785,10722,72,,
12/4/15,G16,18.025,-0.052562418,17891,75,,
12/3/15,G16,19.025,0.043895748,19931,76,,
12/2/15,G16,18.225,0.01958042,21808,77,,
12/1/15,G16,17.875,-0.032476319,12367,78,,
11/30/15,G16,18.475,-0.010709505,8099,79,,
